case,pv01,dv01_01,dv01_02,pv04_01,pv27,pv05,pv06_01,pv07_01,pv32_01,pv09,pv09_01,pv09_02,sd37,sd37_01,sd37_02,pv10,pv31,pv26,pv17,pv24,pv30,pv11_01,pv12,pv13_01,pv35,pv34,pv28,sd01,sd25_01,sd09_01,sd10,sd10_09,sd12,sd12_01,sd12_02,sd12_03,sd12_04,sd12_05,sd12_06,sd12_07,sd12_08,sd12_09,sd12_14,sd12_13,sd12_13a,sd14,sd14_10,sd17_01,sd40_01,sd21,sd21_10,sd30,sd50,sd50_01,sd50_02,sd47,sd47_01,sd47_02,sd45,sd45_01,sd45_02,sd36,sd36_01,sd36_02,sd52,sd52_01,sd52_02,sd49,sd49_01,sd49_02,sd44,sd44_01,sd44_02,sd41_16_cn,sd41_16_1,sd41_16_2,sd41_16_3,sd41_16_4,sd41_16_5,sd41_17_cn,sd41_17_1,sd41_17_2,sd41_17_3,sd41_17_4,sd41_17_5,sd41_12_cn,sd41_12_1,sd41_12_2,sd41_12_3,sd41_12_4,sd41_12_5,sd41_13_cn,sd41_13_1,sd41_13_2,sd41_13_3,sd41_13_4,sd41_13_5,sd41_07_cn,sd41_07_1,sd41_07_2,sd41_07_3,sd41_07_4,sd41_07_5,sd41_18_cn,sd41_18_1,sd41_18_2,sd41_18_3,sd41_18_4,sd41_18_5,sd41_15_cn,sd41_15_1,sd41_15_2,sd41_15_3,sd41_15_4,sd41_15_5,sd41_06_cn,sd41_06_1,sd41_06_2,sd41_06_3,sd41_06_4,sd41_06_5,sd41_11_cn,sd41_11_1,sd41_11_2,sd41_11_3,sd41_11_4,sd41_11_5,sd41_04_cn,sd41_04_1,sd41_04_2,sd41_04_3,sd41_04_4,sd41_04_5,sd41_03_cn,sd41_03_1,sd41_03_2,sd41_03_3,sd41_03_4,sd41_03_5,sd41_05_cn,sd41_05_1,sd41_05_2,sd41_05_3,sd41_05_4,sd41_05_5,sd41_10_cn,sd41_10_1,sd41_10_2,sd41_10_3,sd41_10_4,sd41_10_5,sd41_09_cn,sd41_09_1,sd41_09_2,sd41_09_3,sd41_09_4,sd41_09_5,sd43_16_cn,sd43_16_1,sd43_16_2,sd43_16_3,sd43_17_cn,sd43_17_1,sd43_17_2,sd43_17_3,sd43_12_cn,sd43_12_1,sd43_12_2,sd43_12_3,sd43_13_cn,sd43_13_1,sd43_13_2,sd43_13_3,sd43_07_cn,sd43_07_1,sd43_07_2,sd43_07_3,sd43_18_cn,sd43_18_1,sd43_18_2,sd43_18_3,sd43_15_cn,sd43_15_1,sd43_15_2,sd43_15_3,sd43_06_cn,sd43_06_1,sd43_06_2,sd43_06_3,sd43_11_cn,sd43_11_1,sd43_11_2,sd43_11_3,sd43_04_cn,sd43_04_1,sd43_04_2,sd43_04_3,sd43_03_cn,sd43_03_1,sd43_03_2,sd43_03_3,sd43_05_cn,sd43_05_1,sd43_05_2,sd43_05_3,sd43_10_cn,sd43_10_1,sd43_10_2,sd43_10_3,sd43_09_cn,sd43_09_1,sd43_09_2,sd43_09_3,sd39,sd38,sd51,sd48,sd46,sd54_01,ta02,ta03_count,ta03_1,ta03_2,ta03_3,ta03_4,ta03_5,ta03_6,ta03_7,ta03_8,ta03_9,ta03_10,ta03_11,ta03_12,ta03_13,ta03_14,ta03_15,ta03_16,ta03_17,ta03_18,ta03_19,ta03_20,ta03_21,ta03_22,ta03_23,ta03_24,ta04_count,ta04_1,ta04_2,ta04_3,ta04_4,ta04_5,ta04_6,ta04_7,ta04_8,ta04_9,ta04_10,ta04_11,ta04_12,ta04_13,ta04_14,ta04_15,ta04_16,ta04_17,ta04_18,ta04_19,ta04_20,ta04_21,ta04_22,ta04_23,ta04_24,ta05_01,ta06_01,ta07_01,ta08_01,ta09_01,age,protrans_att,protrans_attex,pronuke_att,num_charg,sizeclas,school,isced11,nuts2,nuts3,flatsize,hh_size,num_chld,hh_inc,size_pp,pv_year,fit,pv_pow,pv_cost,pv_gen23,pv_fin23,pv_fin23eur,pv_gen22,pv_fin22,pv_fin22eur,pv_purc,pv_purceur,pvfi_23,pvfi_22,no_purc,no_purceur,elcpur23_pv,elcpur23_non,elcpur23,pvsc_23,pvsc_22,raus,outlier,filter,tv,dish,wash,dryer,pc,oven,freezer,heater,ebike,ecar,aircon,sauna,pool,fridge,,ta08_01_korr
6680,1,7,7,500,2,25,33000,500, ,2, ,20,2, ,20,2,2,3, ,19,13, , , ,2, , ,1,1974,   23818,4, ,1,1,1,1,1,1,1,1,1,1,2,1, ,4, ,3500,160,6, ,3,2, ,500, , , , , , , , , ,2, ,500, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,5,24,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1000,50,12,49,"3,1","3,30769230769231",3,2,500,2,2,23,238,160,6,3,3500,"26,6666666666667",2023,"8,2",",5",33000,500, ,20, , , , ,20,"243,90243902439", , , ,"43,2245515452777", ,"43,2245515452777","256,09756097561", ,0, , ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,49
6911,1,1,1,600,1,25,1600,2625, ,1,6, ,1,1400, ,2,2,2, ,10,1, , , ,1, , ,1,1961,    6333,5, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,2000,80,2, ,0,1,2600, , , , , , , , , , ,1,1600, , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,7,23,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2, ,71,60,62,"2,9","2,53846153846154","3,5",1,600,2,3,63,633,80,2, ,2000,40,2023,"8,2",",6",1600,2625,6, , , , ,1400, ,6, , , ,1400, ,1400,2619, ,0, , ,2,2,2,2,2,2,1,1,1,2,1,2,2,2,,70
6983,1,1,1, ,2,24,2800, , ,2, ,800,2, ,200,2,2,3, ,3,5, , , ,2, , ,1,1962,   22609,6, ,1,1,1,1,1,1,1,1,2,1,1,1, ,6, ,17000,250,2, ,0,1,1200, , , , , , , , , , ,2, ,500, , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,6,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,56,68,0,61,"4,8","4,69230769230769",5,2, ,5,7,22,226,250,2, ,17000,125,2022,"7,23", ,2800, , ,800, , , , ,200,"11065,0069156293", , , ,"432,245515452777", ,"432,245515452777", , ,0, , ,2,2,2,2,2,2,2,1,1,2,2,2,2,2,,67
7057,1,8,6, ,2,24,20000,400, ,1,400, ,1,50, ,1,2,3,7,8,5,8,14,2000,3, ,1,2,2004,    4610,5, ,1,1,1,1,1,2,1,1,1,1,1,1, ,5, ,6000,170,4, ,2,1,700, , , , , , , , , , ,1,400, , , , , , , ,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,1, , ,9,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,600,59,30,19,"2,6","2,53846153846154","3,5",7, ,2,6,46,461,170,4,2,6000,"42,5",2022,"7,23", ,20000,400,400, , , , ,50, ,400, , , ,50, ,50,0, ,0, , ,2,2,1,2,1,2,1,1,1,2,1,2,1,1,,58
7091,1,8,8, ,1,25,14000, , ,1, , ,1, , ,1,2,2,6,6,8, ,15,?,1, ,1,1,1992,   21683,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,5500,125,2, ,0,1, , , , , , , , , , , ,1, , , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,7,1,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,50,71, ,31,"2,9","2,84615384615385",3,4, ,2,3,21,216,125,2, ,5500,"62,5",2023,"8,2", ,14000, , , , , , , , , , , , , , , , , ,0, , ,2,2,2,2,1,2,1,1,1,2,1,1,1,2,,70
7153,1,8,7, ,1,24, , , ,-9, , ,-9, , ,2,2,3, ,5,8, , , ,2, , ,1,2004,   72631,7, ,1,2,1,1,1,1,1,1,1,1,1,1, ,3, , ,125,4, ,0,-9, , , , , , , , , , , ,-9, , , , , , , , ,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2, , ,4,10,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2, ,-9, ,19,"3,3",3,"2,5",13, ,3,3,72,726,125,4, , ,"31,25",2022,"7,23", , , , , , , , , , , , , , , , , , , ,0, , ,2,2,2,2,2,2,2,2,2,2,1,1,1,2,,
2594,2,10,9, , , , , , , , , , , , , , , , , , , , , , , , ,2, ,    4103,7, ,1,1,1,2,1,1,1,1,1,1,1,1, ,5, ,73828,435,1, ,0, , , ,1,8282, , , , , , , , , , ,2, ,18393, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2, , ,1, ,3,9,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,7,"1,2",63,65,100, ,"2,6","2,69230769230769",4,12, ,3,3,41,410,435,1, ,73828,435, , , , , , , , , , , , , , ,8282, , ,8282,8282, , ,0, , ,1,2,2,2,1,2,2,2,1,2,2,2,2,1,,64
1670,2,8,9, , , , , , , , , , , , , , , , , , , , , , , , ,2,1962,   16540,5, ,1,1,1,1,1,1,2,1,1,1,1,1, ,5, ,8700,139,2, ,0, , , ,1,4200, , , , , , , , , , ,1,2100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,2, , ,2, ,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"1,4",2,46,1,0,61,"1,9","1,92307692307692","2,5",7, ,2,3,16,165,139,2, ,8700,"69,5", , , , , , , , , , , , , , ,4200, , ,4200,4200, , ,0, , ,2,2,2,2,2,2,2,1,1,2,2,1,2,2,,0
1671,2,8,11, , , , , , , , , , , , , , , , , , , , , , , , ,2,1969,   90765,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,6, ,4000,78,1, ,0, , , ,1,1900, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,1,3, , , , ,8,4,12,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,11,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,10,12,82,100,54,"1,9","1,76923076923077","1,5",7, ,5,7,90,907,78,1, ,4000,78, , , , , , , , , , , , , , ,1900, , ,1900,1900, , ,0, , ,2,2,2,1,2,2,1,1,1,2,1,1,1,2,,81
1673,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , ,1,1986,   10115,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,2000,100,3, ,1, , , ,1,3000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,3, , , , ,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,"1,5",18,10,25,37,"2,9","2,84615384615385","2,5",5, ,5,7,10,101,100,3,1,2000,"33,3333333333333", , , , , , , , , , , , , , ,3000, , ,3000,3000, , ,0, , ,2,2,2,2,2,2,2,1,2,2,2,1,1,2,,9
1697,2,6,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1968,   21255,7, ,2,1,1,1,1,1,1,2,2,1,1,1, ,8, ,3000,140,2, ,0, , , ,1,2300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3, , , , ,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,120,71,20,55,"2,2","2,07692307692308",2,4, ,5,7,21,212,140,2, ,3000,70, , , , , , , , , , , , , , ,2300, , ,2300,2300, , ,0, , ,2,2,2,2,2,2,2,1,2,2,1,1,2,2,,70
1722,2,6,3, , , , , , , , , , , , , , , , , , , , , , , , ,2,1965,   34320,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,4600,145,3, ,0, , , ,2, ,2050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,1,3, , , , ,3,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,6,14,21,50,58,"3,9",4,5,10, ,5,7,34,343,145,3, ,4600,"48,3333333333333", , , , , , , , , , , , , , , ,2050, ,"4430,51653339097","4430,51653339097", , ,0, , ,2,2,2,2,2,1,2,1,1,2,1,1,1,2,,20
1729,2,5,5, , , , , , , , , , , , , , , , , , , , , , , , ,2,1971,     671,7, ,1,1,1,1,2,1,1,1,1,1,1,1, ,4, ,5000,130,4, ,0, , , ,1,4000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,0,1,1,1,3, , , , ,5,4,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,"1,5",2,40,17,5,52,"3,7","3,69230769230769","4,5",7, ,3,4,67,671,130,4, ,5000,"32,5", , , , , , , , , , , , , , ,4000, , ,4000,4000, , ,0, , ,2,2,2,2,2,2,2,2,1,2,1,1,1,2,,16
1743,2,9,10, , , , , , , , , , , , , , , , , , , , , , , , ,1,1993,   47798,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,3500,63,3, ,1, , , ,1,4200, , , , , , , , , , ,2, ,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2, , ,2, ,6,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,5,60,67,30,30,"2,8","2,69230769230769","2,5",5, ,2,3,47,477,63,3,1,3500,21, , , , , , , , , , , , , , ,4200, , ,4200,4200, , ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,66
1747,2,6,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,1968,    6847,5, ,1,1,1,2,1,1,1,1,1,1,1,1, ,9, ,2000,120,2, ,0, , , ,2, ,960, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,1,3, , , , ,3,-9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,-9, ,55,"3,8","3,92307692307692",5,-9, ,2,3,68,684,120,2, ,2000,60, , , , , , , , , , , , , , , ,960, ,"2074,77847417333","2074,77847417333", , ,0, , ,2,2,2,1,2,2,2,1,2,2,1,1,1,2,,
1787,2,4,3, , , , , , , , , , , , , , , , , , , , , , , , ,2,1990,   85241,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,5000,120,2, ,0, , , ,2, ,1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,0,1,1,1,1,1,2,1,3, , , , ,6,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1, ,21,50,33,"2,9","2,69230769230769",2,4, ,2,3,85,852,120,2, ,5000,60, , , , , , , , , , , , , , , ,1000, ,"2161,22757726389","2161,22757726389", , ,0, , ,2,2,2,1,2,2,2,1,1,2,2,1,1,2,,20
1796,2,6,6, , , , , , , , , , , , , , , , , , , , , , , , ,2,1977,   14167,4, ,1,1,1,2,1,1,1,1,1,1,1,1, ,4, ,7500,80,1, ,0, , , ,2, ,1200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3, , , , ,5,23,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,90,21,10,46,"2,8","2,84615384615385",3,1, ,2,3,14,141,80,1, ,7500,80, , , , , , , , , , , , , , , ,1200, ,"2593,47309271666","2593,47309271666", , ,0, , ,2,2,2,2,2,2,2,1,1,2,2,1,1,2,,20
1860,2,9,9, , , , , , , , , , , , , , , , , , , , , , , , ,2,1960,   37235,4, ,1,1,1,1,1,2,1,1,1,1,1,1, ,4, ,2500,110,2, ,0, , , ,1,2500, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,0,1,1,1,0,1,1,1,3, , , , ,9,23,10,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,10,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,50,100,40,63,"1,8","1,69230769230769",2,1, ,2,6,37,372,110,2, ,2500,55, , , , , , , , , , , , , , ,2500, , ,2500,2500, , ,0, , ,2,2,2,2,1,2,2,1,1,2,1,1,1,2,,99
1888,2,9,4, , , , , , , , , , , , , , , , , , , , , , , , ,1,1986,   97947,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,85000,250,3, ,0, , , ,1,350, , , , , , , , , , ,2, ,1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,0,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,0,1,1,1,0,1,1,1,2, , ,1, ,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,8,75,55,15,37,"3,4","3,38461538461538",2,6, ,5,7,97,979,250,3, ,85000,"83,3333333333333", , , , , , , , , , , , , , ,350, , ,350,350, , ,0, , ,2,2,2,2,2,1,2,2,2,2,1,1,1,2,,54
1903,2,11,11, , , , , , , , , , , , , , , , , , , , , , , , ,1,1984,   10551,7, ,1,1,1,1,1,1,1,1,2,1,1,1, ,4, ,5000,20,4, ,2, , , ,2, ,500, , , , , , , , , ,2, ,200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2, , ,1, ,11,24,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,100,75,90,39,3,"2,53846153846154",3,2, ,5,7,10,105,20,4,2,5000,5, , , , , , , , , , , , , , , ,500, ,"1080,61378863194","1080,61378863194", , ,0, , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,,74
